timestamp,local_timestamp,utc_timestamp,timezone,flags,note
2024-05-19T01:47:00+00:00,2024-05-19T03:47:00+02:00,2024-05-19T01:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T02:47:00+00:00,2024-05-19T04:47:00+02:00,2024-05-19T02:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T03:47:00+00:00,2024-05-19T05:47:00+02:00,2024-05-19T03:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T04:47:00+00:00,2024-05-19T06:47:00+02:00,2024-05-19T04:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T05:47:00+00:00,2024-05-19T07:47:00+02:00,2024-05-19T05:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T06:47:00+00:00,2024-05-19T08:47:00+02:00,2024-05-19T06:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T07:47:00+00:00,2024-05-19T09:47:00+02:00,2024-05-19T07:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T08:47:00+00:00,2024-05-19T10:47:00+02:00,2024-05-19T08:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T09:47:00+00:00,2024-05-19T11:47:00+02:00,2024-05-19T09:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T10:47:00+00:00,2024-05-19T12:47:00+02:00,2024-05-19T10:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T11:47:00+00:00,2024-05-19T13:47:00+02:00,2024-05-19T11:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T12:47:00+00:00,2024-05-19T14:47:00+02:00,2024-05-19T12:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T13:47:00+00:00,2024-05-19T15:47:00+02:00,2024-05-19T13:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T14:47:00+00:00,2024-05-19T16:47:00+02:00,2024-05-19T14:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T16:47:00+00:00,2024-05-19T18:47:00+02:00,2024-05-19T16:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T17:47:00+00:00,2024-05-19T19:47:00+02:00,2024-05-19T17:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T19:47:00+00:00,2024-05-19T21:47:00+02:00,2024-05-19T19:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T20:47:00+00:00,2024-05-19T22:47:00+02:00,2024-05-19T20:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T21:47:00+00:00,2024-05-19T23:47:00+02:00,2024-05-19T21:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T22:47:00+00:00,2024-05-20T00:47:00+02:00,2024-05-19T22:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-19T23:47:00+00:00,2024-05-20T01:47:00+02:00,2024-05-19T23:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T00:47:00+00:00,2024-05-20T02:47:00+02:00,2024-05-20T00:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T01:47:00+00:00,2024-05-20T03:47:00+02:00,2024-05-20T01:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T02:47:00+00:00,2024-05-20T04:47:00+02:00,2024-05-20T02:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T03:47:00+00:00,2024-05-20T05:47:00+02:00,2024-05-20T03:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T04:47:00+00:00,2024-05-20T06:47:00+02:00,2024-05-20T04:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T05:47:00+00:00,2024-05-20T07:47:00+02:00,2024-05-20T05:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T06:47:00+00:00,2024-05-20T08:47:00+02:00,2024-05-20T06:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T07:47:00+00:00,2024-05-20T09:47:00+02:00,2024-05-20T07:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T08:47:00+00:00,2024-05-20T10:47:00+02:00,2024-05-20T08:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T09:47:00+00:00,2024-05-20T11:47:00+02:00,2024-05-20T09:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T10:47:00+00:00,2024-05-20T12:47:00+02:00,2024-05-20T10:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T11:47:00+00:00,2024-05-20T13:47:00+02:00,2024-05-20T11:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T12:47:00+00:00,2024-05-20T14:47:00+02:00,2024-05-20T12:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T13:47:00+00:00,2024-05-20T15:47:00+02:00,2024-05-20T13:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T14:47:00+00:00,2024-05-20T16:47:00+02:00,2024-05-20T14:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T15:47:00+00:00,2024-05-20T17:47:00+02:00,2024-05-20T15:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T16:47:00+00:00,2024-05-20T18:47:00+02:00,2024-05-20T16:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T17:47:00+00:00,2024-05-20T19:47:00+02:00,2024-05-20T17:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T18:47:00+00:00,2024-05-20T20:47:00+02:00,2024-05-20T18:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T19:47:00+00:00,2024-05-20T21:47:00+02:00,2024-05-20T19:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T20:47:00+00:00,2024-05-20T22:47:00+02:00,2024-05-20T20:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T21:47:00+00:00,2024-05-20T23:47:00+02:00,2024-05-20T21:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T22:47:00+00:00,2024-05-21T00:47:00+02:00,2024-05-20T22:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-20T23:47:00+00:00,2024-05-21T01:47:00+02:00,2024-05-20T23:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T00:47:00+00:00,2024-05-21T02:47:00+02:00,2024-05-21T00:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T01:47:00+00:00,2024-05-21T03:47:00+02:00,2024-05-21T01:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T02:47:00+00:00,2024-05-21T04:47:00+02:00,2024-05-21T02:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T03:47:00+00:00,2024-05-21T05:47:00+02:00,2024-05-21T03:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T04:47:00+00:00,2024-05-21T06:47:00+02:00,2024-05-21T04:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T05:47:00+00:00,2024-05-21T07:47:00+02:00,2024-05-21T05:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T06:47:00+00:00,2024-05-21T08:47:00+02:00,2024-05-21T06:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T07:47:00+00:00,2024-05-21T09:47:00+02:00,2024-05-21T07:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T08:47:00+00:00,2024-05-21T10:47:00+02:00,2024-05-21T08:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T10:47:00+00:00,2024-05-21T12:47:00+02:00,2024-05-21T10:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T11:47:00+00:00,2024-05-21T13:47:00+02:00,2024-05-21T11:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T12:47:00+00:00,2024-05-21T14:47:00+02:00,2024-05-21T12:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T13:47:00+00:00,2024-05-21T15:47:00+02:00,2024-05-21T13:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T14:47:00+00:00,2024-05-21T16:47:00+02:00,2024-05-21T14:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T15:47:00+00:00,2024-05-21T17:47:00+02:00,2024-05-21T15:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T16:47:00+00:00,2024-05-21T18:47:00+02:00,2024-05-21T16:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T17:47:00+00:00,2024-05-21T19:47:00+02:00,2024-05-21T17:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T18:47:00+00:00,2024-05-21T20:47:00+02:00,2024-05-21T18:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T19:47:00+00:00,2024-05-21T21:47:00+02:00,2024-05-21T19:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T20:47:00+00:00,2024-05-21T22:47:00+02:00,2024-05-21T20:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T21:47:00+00:00,2024-05-21T23:47:00+02:00,2024-05-21T21:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T22:47:00+00:00,2024-05-22T00:47:00+02:00,2024-05-21T22:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-21T23:47:00+00:00,2024-05-22T01:47:00+02:00,2024-05-21T23:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T00:47:00+00:00,2024-05-22T02:47:00+02:00,2024-05-22T00:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T01:47:00+00:00,2024-05-22T03:47:00+02:00,2024-05-22T01:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T02:47:00+00:00,2024-05-22T04:47:00+02:00,2024-05-22T02:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T03:47:00+00:00,2024-05-22T05:47:00+02:00,2024-05-22T03:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T04:47:00+00:00,2024-05-22T06:47:00+02:00,2024-05-22T04:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T05:47:00+00:00,2024-05-22T07:47:00+02:00,2024-05-22T05:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T06:47:00+00:00,2024-05-22T08:47:00+02:00,2024-05-22T06:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T07:47:00+00:00,2024-05-22T09:47:00+02:00,2024-05-22T07:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T08:47:00+00:00,2024-05-22T10:47:00+02:00,2024-05-22T08:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T09:47:00+00:00,2024-05-22T11:47:00+02:00,2024-05-22T09:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T10:47:00+00:00,2024-05-22T12:47:00+02:00,2024-05-22T10:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T11:47:00+00:00,2024-05-22T13:47:00+02:00,2024-05-22T11:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T12:47:00+00:00,2024-05-22T14:47:00+02:00,2024-05-22T12:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T13:47:00+00:00,2024-05-22T15:47:00+02:00,2024-05-22T13:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T14:47:00+00:00,2024-05-22T16:47:00+02:00,2024-05-22T14:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T15:47:00+00:00,2024-05-22T17:47:00+02:00,2024-05-22T15:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T16:47:00+00:00,2024-05-22T18:47:00+02:00,2024-05-22T16:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T17:47:00+00:00,2024-05-22T19:47:00+02:00,2024-05-22T17:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T18:47:00+00:00,2024-05-22T20:47:00+02:00,2024-05-22T18:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T19:47:00+00:00,2024-05-22T21:47:00+02:00,2024-05-22T19:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T20:47:00+00:00,2024-05-22T22:47:00+02:00,2024-05-22T20:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T21:47:00+00:00,2024-05-22T23:47:00+02:00,2024-05-22T21:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T22:47:00+00:00,2024-05-23T00:47:00+02:00,2024-05-22T22:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-22T23:47:00+00:00,2024-05-23T01:47:00+02:00,2024-05-22T23:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-23T00:47:00+00:00,2024-05-23T02:47:00+02:00,2024-05-23T00:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-23T01:47:00+00:00,2024-05-23T03:47:00+02:00,2024-05-23T01:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
